product_name,ingredients_text,serving_size
"Root Beer Barrels Candy, Sweet","Sugar, corn syrup, artificial flavor, artificial colors (including fd&c red 40, blue 1, yellow 6)",18 g (2 PIECES)
Creamy Milk Chocolate Coins,"Sugar, cocoa butter, whole milk powder, chocolate liquor, soy lecithin (an emulsifier), vanillin (artificial flavor), salt.",35 g (1 PACKAGE)
"Roasted Sunflower Kernels, Salted","Sunflower kernels vegetable oil (peanut cottonseed soy bean and/or sunflower seed, sea salt.",42 g (1 PACKAGE)
Unsalted Roasted Whole Cashews,"Cashews, vegetable oil (peanut, cottonseed, soybean and/or sunflower seed).",28 g (0.25 CUP | ABOUT)
Root Beer Barrels,"Sugar, corn syrup, artificial flavor, u.s. certified colors (including fd&c yellow 6, red 40 and blue 1).",18 g (2 PIECES)
Peppermint Starlights,"Sugar, corn syrup, titanium dioxide (for color), fd&c red 40, natural peppermint oil.",15 g (3 PIECES)
Mini Pretzel Twists,"Wheat flour, malt salt, corn oil, yeast, soda",28 g (25 PRETZELS | ABOUT)
Honey Roasted Cashews,"Cashews, sugar, honey, vegetable oil (peanut, cottonseed, soybean and/or sunflower seed), salt, modified potato starch, maltodextrin and xanthan gum.",29 g (0.25 cup)
Classic Fresh Goat Cheese,"Pasteurized goats' milk, salt, culture, enzymes.",28 g (1 oz)
Fresh Goat Cheese,"Goat cheese (pasteurized goats milk, salt, culture, enzymes), dried cranberries (cranberries, sugar, sunflower oil), orange peel, cinnamon.","28 g (0.667 "" SLICES)"
"Crumbled Goat Cheese, Classic Chevre","Crumbled goat cheese (pasteurized goat's milk, salt, cultures, enzymes).",28 g (1 oz)
"French - Style Cultured Cream, Vanilla","Pasteurized cows' cream (milk), sugar, pure bourbon madagascar vanilla extract, vanilla bean powder, culture.",28 g (1 oz)
"Italian-Style Cream Cheese, Mascarpone","Pasteurized cows' cream (milk), skim milk, glucono delta lactone.",28 g (1 oz)
European Style Cultured Butter Lightly Salted,"Pasteurized cows' cream (milk), salt, cultures.",14 g (1 Tbsp)
Vermont Cultured Butter Blended With Sea Salt & Maple,"Pasteurized cows' cream, maple sugar, sea salt crystals, culture.",14 g (1 Tbsp)
Organic & Fair Dark Chocolate,"Organic cocoa mass, organic cane sugar, organic cocoa butter, organic vanilla pods. .",37 g (9 PIECES)
Lait Milk Chocolate,"Lactitol, cocoa butter, whole milk powder, cocoa mass, inulin, emulsifier (sunflower lecithin), flavors, sweetener (sucralose). cocoa: 31% min.",37 g (37 g)
Dark Chocolate With Stevia Extract,"Cocoa mass, lactitol, inulin, cocoa butter, emulsifier (sunflower lecithin), vanilla extract, sweetener (steviol glycosides).",37 g (37 g)
"Reserve Shaved Cheese, Tuscan Blend","Fontina and parmesan cheese (pasteurzed milk, cheese cultures, salt, enzymes), potato starch and/or cornstarch (to prevent caking)",28 g (0.25 cup)
"Sarvecchi, Parmesan","Parmesan cheese (pasteurized milk, cheese cultures, salt, enzymes), potato starch and/or corn starch to prevent caking.",28 g (0.25 cup)
Shaved Cheese,"Parmesan, asiago and romano cheese (pasteurized milk, cheese cultures, salt, enzymes), potato starch and/or cornstarch (to prevent caking).",28 g (0.25 cup)
Shredded Parmesan Cheese,"Parmesan cheese (pasteurized milk, cheese cultures, salt, enzymes), powdered cellulose, (to prevent caking).",28 g (0.25 cup)
Shaved & Grated Caesar Reserve Cheese Blend,"Parmesan, asiago and romano cheese (pasteurized milk, cheese cultures, salt, enzymes), powdered cellulose (to prevent caking).",28 g (0.25 cup)
"Sartori, Cheese","Bellavitano cheese (pasteurized milk, cheese cultures, salt, enzymes), roasted ground coffee.",28 g (1 INCH CUBE)
Sarvecchio Parmesan,"Pasteurized cow's ,milk, cheese cultures, salt, enzymes.",28 g (1 oz)
Extra-Aged Asiago Cheese,"Pasteurized cow's milk, cheese cultures, salt, enzymes.",28 g (1 oz)
Balsamic Bellavitano Cheese,"Bellavitano cheese (pasteurized cow's milk, cheese cultures, salt, enzymes), balsamic vinegar.",28 g (1 oz)
"Rosemary & Olive Oil Asiago Cheese, Rosemary & Olive Loil","Asiago cheese (pasteurized cow's milk, cheese cultures, slat, enzymes), olive oil, rosemary.",28 g (1 oz)
"Bellavitano, Merlot Cheese","Bellavitano cheese (pasteurized cow's milk, cheese cultures, salt, enzymes), merlot wine (grapes, water, yeast).",28 g (1 oz)
Black Pepper Bellavitano Cheese,"Bellavitano cheese (pasteurized cow's milk, cheese cultures, salt, enzymes), coarse black pepper.",28 g (1 oz)
Basil & Olive Oil Asiago Cheese,"Asiago cheese (pasteurized cow's milk, cheese cultures, salt, enzymes), olive oil, basil.",28 g (1 oz)
Mediterranean Fontina,"Fontina cheese (pasteurized cow's milk, cheese cultures, salt, enzymes), extra virgin olive oil, garlic, aleppo pepper. thyme. rosemary, oregano.",28 g (1 INCH CUBE)
Gorgonzola Dolcina Cheese,"Pasteurized milk, cheese cultures, salt, enzymes, penicillium roquefortii.",28 g (1 INCH CUBE)
Peppermint Bellavitano Limited Edition Cheese,"Bellavitano cheese (pasteurized milk, cheese cultures, salt, enzymes), crushed peppermint candy.",28 g (1 INCH CUBE | ABOUT A)
Bellavitano Chai,"Bellavitano cheese (pasteurized milk, cheese cultures, salt, enzymes), chai tea (black tea, spices, natural flavors).",28 g (1 INCH CUBE.)
"Bellavitano, Cheese","Bellavitano cheese (pasteurized cow's milk, cheese cultures, salt, enzymes), bourbon whiskey (corn, rye, barley malt, water, yeast).",28 g (1 INCH CUBE)
Cocospice Bellavitano Cheese,"Bellavitano cheese (pasteurized milk, cheese cultures, salt, enzymes), dutch cocoa powder, cinnamon, chili powder (ground chilies, paprika, salt, spices, garlic).",28 g (1 INCH CUBE)
"Jilbert, Mild Colby Cheese","Made from cultured pasteurized milk, salt, enzymes, annatto.",28 g (1 ONZ)
"Jilbert, Pepper Jack","Made from cultured pasteurized milk, jalapeno peppers salt enzymes.",28 g (1 ONZ)
"Jilbert, Cheese For Pizza","Made from cultured pasteurized milk, salt, enzymes.",28 g (1 ONZ)
"Jilbert, Pasteurised Process Cheese, Hot Pepper","American, swiss (milk, salt, culture, enzymes), water, cream, jalapeno peppers, sodium citrate, sorbic acid.",28 g (1 ONZ)
No. 78 Angel Hair Nests,"Semolina, ferrous lactate (iron), niacin, thiamine mononitrate, riboflavin, folic acid, water.",56 g (2 oz)
"Enriched Macaroni Product, Fusilli","100% durum wheat semolina, water, ferrous lactate (iron), niacin, thiamine mononitrate, riboflavin, folic acid.",56 g (2 oz)
Potato Chips,"Potatoes, partially hydrogenated vegetable oil, (soybean, cottonseed), peanut oil.",28 g (1 oz)
Potato Chips,"Potatoes, partially hydrogenated vegetable oil, (soybean and cottonseed), peanut oil, salt.",28 g (1 oz)
Belgian White Chocolate,"Sugar, Whole Cows' _Milk_ Powder, Cocoa Butter, Emulsifier: _Soya_ Lecithin; Vanilla Flavouring.",20 g
Frappuccino Chilled Coffee Drink,"Contains: brewed starbucks* coffee (water, coffee), reduced-fat milk, sugar, maltodextrin, natural and artificial flavor, pectin, ascorbic acid",13.7 ml (1 BOTTLE)
Iced Coffee,"BREWED STARBUCKS COFFEE (WATER, COFFEE), REDUCED-FAT _MILK_, SUGAR, PECTIN.",1 bottle (11 fl oz)
Iced Coffee,"Brewed starbucks* coffee (water, coffee), reduced-fat milk, sugar, pectin, ascorbic acid.",11 ml (1 BOTTLE)
"Chilled Coffee Drink, Frappuccino","Brewed starbucks coffee (water, coffee), reduced-fat milk, skim milk, sugar, maltodextrin, cream, natural and artificial flavor, pectin.",9.5 ml (1 BOTTLE)
"Frappuccino, Chilled Coffee Drink, S'More","Brewed starbucks* coffee (water, coffee), reduced-fat milk, sugar, skim milk, maltodextrin, cream, natural and artificial flavors, pectin",13.7 ml (1 BOTTLE)
"Frappuccino, Chilled Coffee Drink, Mocha Coconut","Brewed starbucks coffee (water, coffee), reduced fat milk, skim milk, sugar, maltodextrin, cream, natural flavors, cocoa, pectin",13.7 ml (1 BOTTLE)
"Frappuccino, Pumpkin Spice Chilled Coffee Drink","Brewed starbucks coffee (water, coffee), reduced-fat milk, sugar, skim milk, maltodextrin, cream, natural flavors, pectin.",9.5 ml (1 BOTTLE)
Unsweetened Green Tea,"Brewed tea, ascorbic acid (to protect flavor), natural flavor.",18.5 ml (1 BOTTLE)
"Unsweetened Real Brewed Tea, Green Tea","Brewed tea, ascorbic acid (to protect flavor), natural flavor",355 ml (12 fl oz)
100% Orange Juice,"Orange juice concentrate (filtered water and concentrate orange juice), natural flavors.",251 g (8 fl oz)
"Frappuccino, Chilled Coffee Drink, Coffee","Brewed starbucks coffee (water, coffee), reduced-fat milk, sugar, maltodextrin, pectin, ascorbic acid.",9.5 ml (1 BOTTLE)
"Frappuccino, Chilled Coffee Drink, Mocha","Brewed starbucks* coffee (water, coffee), reduced-fat milk, sugar, cocoa, pectin, ascorbic acid.",9.5 ml (1 BOTTLE)
Pepsi,"Carbonated water, sugar, caramel color, phosphoric acid, caffeine, citric acid, natural flavor",1 bottle
"Frappuccino, Mocha Light Chilled Coffee Drink","Brewed starbuck(reg) coffee (water, coffee), reduced-fat milk, cocoa, sugar, pectin, sucralose, ascorbic acid, acesulfame potassium",9.5 ml (1 BOTTLE)
"Flavored Soda, Lemon Lime","Carbonated water, sugar, citric acid, natural flavor, potassium citrate, potassium sorbate (preserves freshness), purified stevia leaf extract.",473 ml (1 CAN)
"Real Brewed Tea, Sweet Tea","Brewed tea, sugar, citric acid",355 ml (12 fl oz)
Medium Roast Black Iced Coffee,"Brewed starbucks coffee (water, coffee).",325 ml (1 BOTTLE)
"Sparkling Water Beverage, Lemon Lime","Sparkling water, sugar, citric acid, natural flavor, potassium sorbate (preserves freshness).",355 ml (1 CAN)
Chilled Coffee Drink,"Brewed starbucks coffee (water, coffee), reduced-fat milk, skim milk, sugar, maltodextrin, cream, natural flavors, pectin, ascorbic acid.",405 ml (1 BOTTLE)
Real Brewed Extra Sweet Tea,"Brewed tea, sugar, citric acid.",240 ml (8 fl oz)
Caffeine Free Lemon-Lime Soda,"Carbonated water, sugar, citric acid, natural flavor, potassium citrate.",355 ml (12 fl oz)
"1-2-3, Cholesterol Free Vegetable Oil","Canola oil, sunflower oil, tbhq (antioxidant).",15 ml (14 G)
"1-2-3, Pure Corn Oil","Ingredients: corn oil, tbhq (antioxidant).",15 ml (1 Tbsp)
"Niagara Chocolates, Milk Chocolate Wayne Rabbit","Milk chocolate (sugar, cocoa butter, milk, chocolate liquor, soy lecithin (an emulsifer), vanilla).",35 g (0.25 PACKAGE)
"Niagara Chocolates, Milk Chocolate In-Line Skate","Milk chocolate (sugar, cocoa butter, milk, chocolate, soy lecithin, vanilla).",40 g (0.2 PACKAGE)
"Niagara Chocolates, Milk Chocolate Baseballs","Milk chocolate (sugar, cocoa butter, milk, chocolate liquor, soy lecithin (an emulsifier), vanilla).",39 g (0.166 OF PACKAGE)
"Niagara Chocolates, Milk Chocolate Footballs","Milk chocolate (sugar, cocoa butter, milk, chocolate liquor, soy lecithin, vanilla).",39 g (0.167 PACKAGE | ABOUT)
Milk Chocolate Eggs,"Milk chocolate (sugar, milk, cocoa butter, chocolate, soy lecithin, vanilla).",36 g (5 PIECES | ABOUT)
"Glk Foods Llc, Kissling's Sauerkraut","Cabbage, water, salt, sodium benzoate and sodium bisulfite (as preservatives).",30 g (2 Tbsp)
Pork Sausage,"Pork, water, spices, salt, dextrose, natural flavoring.",55 g (55 g)
Little Link Sausages,"Pork, water, contains less than 2% of salt, dextrose, natural spices, extracts of natural spices, extract of paprika.",56 g (2 oz)
Sausage Links,"Pork, water, contains less than 2% of salt, dextrose, spices, sodium phosphate.",42 g (1.5 oz)
Sausage Links,"Beef, water, contains less than 2% of salt, spices, dextrose, onion powder, mustard, sodium phosphate.",42 g (1.5 oz)
"California Crunchies, Country Herb Almonds","Almonds, salt, buttermilk, sugar, onion, cultured whey (milk), citric acid, yeast, spices, unsweetened tapico syrup.",30 g (0.25 cup)
"100% Juice, Sparkling Apple Cider","Sparkling apple juice (from ripe, fresh, whole apples), ascorbic acid (vitamin c).",240 ml (8 fl oz)
"Sweetness, Blue Agave Nectar, Packets",Organic blue agave nectar (light),7 g (7 g)
Organic Raw Blue Agave Sweetener,Organic raw blue agave nectar,21 g (1 Tbsp)
Organic Raw Blue Agave Nectar,Organic blue agave nectar (amber).,7 g (7 g)
Organic Raw Sweeteners,Organic raw blue agave nectar.,21 g (1 Tbsp)
Organic Raw Blue Agave,Organic Raw Blue Agave Nectar,21 g
Organic Powdered Confectioners Sugar,"Organic sugar*, organic tapioca starch",30 g (0.25 cup)
Organic Cane Sugar,Organic evaporated cane juice* *fair trade certified by fair trade usa,4 g (1 tsp)
Organic Dark  Brown Sugar,Organic brown sugar* *fair trade certified by fair trade usa,4 g (1 tsp)
Organic Raw Honey,Organic honey*. *fair trade certified by fair trade usa,21 g (1 Tbsp)
"Sweeteners, Organic Stevia","Organic agave inulin, organic stevia extract (stevia rebaudiana), silica.",1 g (1 PACKET)
"Snack Farm, Peanuts, Roasted Salted","Peanuts, salt, roasted in peanut oil and/or cottonseed oil.",28 g (1 ONZ)
"Snack Farm, Toffee Peanuts","Sugar, peanuts, partially hydrogenated cottonseed and/or soybean oil, salt fd&c blue #1, red #40 & yellow #5.",34 g (0.25 cup)
Gourmet Caramel Corn,"Sugar, corn syrup, air popped popcorn, butter (pasteurized sweet cream, salt), salt, natural flavor, canola oil, soy lecithin.",32 g (0.6667 cup)
"Chiclets, Original Candy Coated Gum, Peppermint","Sugar, gum base, glucose syrup, modified food starch, natural flavoring, soy lecithin, candelilla wax and bht (to maintain freshness).",3 g (3 g)
"Skinner, Enriched Macaroni Product, Spaghetti",Semolina (wheat); durum flour (wheat); niacin; iron (ferrous sulfate); thiamin mononitrate; riboflavin; folic acid.,"56 g (0.167 PACKAGE,DRY)"
"Bow Ties, Enriched Macaroni Products","Semolina (wheat), durum flour (wheat), niacin, iron (ferrous sulfate), thiamin mononitrate, riboflavin, folic acid.",56 g (0.17 OF PACKAGE)
"Enriched Macaroni Product, Medium Shells Pasta","Semolina (wheat), durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",56 g (0.667 CUP) DRY | (ABOUT)
Twisted Vermicelli Fideo,"Semolina (wheat), durum flour (wheat), nicotinamide (niacin), ferrous sulfate (iron), thiamin mononitrate, riboflavine and folic acid.",58 g (0.75 cup)
Trio Italiano,"Semolina (wheat); durum flour (wheat); niacin; iron (ferrous sulfate); thiamin mononitrate, riboflavin, folic acid.",56 g (0.75 CUP) | DRY (ABOUT)
Medium Egg Noodles,"Durum flour (wheat), egg yolks, or eggs; niacin; iron (ferrous sulfate); thiamin mononitrate; riboflavin; folic acid.",56 g (1 -1/4 CUPS) DRY | (ABOUT)
"Skinner, Enriched Macaroni Product, Elbows",Semolina (wheat); durum flour (wheat); niacin; iron (ferrous sulfate); thiamin mononitrate; riboflavin; folic acid,56 g (0.5 CUP | ABOUT)
"Abruzzo, Extra Virgin Olive Oil And Pure Soybean Oil",85% soybean oil and 15% extra virgin olive oil.,14 g (1 Tbsp)
"Sirob Imports, 100% Lemon Juice, Natural Lemon","Water, lemon, juice concentrate, 1/40 of 1% sodium benzoate and 1/40 of 1% sodium bisulfite as preservative, lemon oil.",5 ml (1 tsp)
Old Fashioned Tender Cracklins Chicharron,"Fried out pork fat with attached skin, salt.",14 g (0.5 ONZ)
Ham Slices,"Salt, white sugar, brown sugar, sodium nitrate, pepper, sodium nitrate.",56 g (2 ONZ)
Old Fashion Ham Slice,"Cured with salt, white sugar, brown sugar, sodium nitrate, pepper, sodium nitrite.",56 g (2 ONZ)
"Hobe's, Ham Skins","Cured with salt, white sugar, brown sugar, sodium nitrate, pepper sodium nitrate.",56 g (2 ONZ)
Country Pork Sliced Side Meat,"Cured with salt, white sugar, brown sugar, pepper, sodium nitrate.",56 g (2 ONZ)
"Hobe's, Old Fashioned Sugar Cured Country Ham","Cured with salt, white sugar, brown sugar, sodium nitrate, pepper, sodium nitrite",56 g (2 ONZ)
Balsamic Vinegar,"Wine vinegar, cooked grape must.",15 ml (1 Tbsp)
"Baby Red & Green Swiss Chard, Baby Tat Soi And Spinach","Baby red chard, baby tat soi, baby green swiss chard, spinach.",85 g (3 cup)
"Dog N Suds, Drive-In Style Root Beer","Carbonated water, high fructose corn syrup, caramel color, phosphoric acid, sodium benzoate (as preservative), natural and artificial flavor.",240 ml (8 fl oz)
Hot Sauce,"Water, chilipeppers, salt, acetic acid spices xanthan gum, sodium benzoate (0.1%).",5 g (1 tsp)
Artichoke Hearts,"Whole artichoke hearts, water, sea salt, citric acid, calcium chloride.",130 g (0.5 cup)
Natural Passionfruit Essenced Sparkling Water,"Only carbonated water, naturally essenced.",355 ml (1 CAN)
Instant Non-Fat Dry Milk,"Non-fat dry milk, vitamin a palmitate, vitamin d3.",22 g (1 cup)
Crushed Tomatoes In Puree,"Vine-ripened whole unpeeled ground tomatoes, tomato puree, salt and citric acid.",110 g (0.5 cup)
Elbows Pasta,"Corn and potato starch, lupin flour, mono and diglycerides (emulsifier).",56 g (0.75 cup)
Peanut Butter Squares,"Maltitol, cocoa butter, chocolate liqour, sodium caseinate (milk), milk fat, soy lecithin (an emulsifier), vanilla, natural flavors, and salt.",42 g (3 PIECES)
"Landies Candies, Cake Topper With Candle, Milk Chocolate","Sugar, milk, cocoa butter, chocolate liquor, soy lecithin (en emulsifier), vanillin (an artificial flavor)",21 g (1 NUMBER | ABOUT)
"Landies Candies, Milk Chocolate Cake Topper With Candle","Sugar, milk, cocoa butter, chocolate liquor, soy lecithin (an emulsifier), vanillin (an artificial flavor)",21 g (1 NUMBER) | (ABOUT)
"Landies Candies, Milk Chocolate Cake Topper With Candle","Sugar, milk, cocoa butter, chocolate liquor, soy lecithin (an emulsifier), vanillin (an artificial flavor).",21 g (1 NUMBER | ABOUT)
"Landies Candies, Chocolate For Wine","Chocolate liquor, sugar, cocoa butter, soy lecithin (an emulsifier), vanilla",42 g (1.5 ONZ)
"Landies Candies, 56% Dark Chocolate For Wine","Sugar, chocolate liquor (processed with alkali), cocoa butter, milk fat, soy lecithin (an emulsifier), vanillin (an artificial flavor), natural flavors",42 g (1.5 ONZ)
White Chocolate For Wine,"White chocolate (sugar, cocoa butter, milk, soy lecithin (an emulsifier), vanillin (an artificial flavor)",42 g (1.5 ONZ)
Reduced Fat Milk,"Reduced fat milk, vitamin a palmitate & vitamin d3 added.",240 ml (1 cup)
2% Reduced Fat Milk,Reduced fat milk with vitamin a palmitate and vitamin d3 added.,240 ml (1 cup)
Lowfat Milk,"Lowfat milk, vitamin a, palmitate & vitamin d3 added.",240 ml (1 cup)
Chocolate Milk,"Milk, sugar, cocoa (natural & dutch process), starch, salt, carrageenan, vanillin (an artificial flavor) vitamin d3 added.",240 ml (1 cup)
Chocolate Milk,"Milk sugar, coca (natural & dutch process), starch, salt, carrageenan, vanilla (an artificial flavor), and vitamin d3 added.",240 ml (1 cup)
Fat Free Skim Milk,"Fat free skim milk, vitamin a palmitate & vitamin d3 added.",240 ml (1 cup)
Cultured Lowfat Buttermilk,"Cultured lowfat buttermilk, salt, vitamin a palmitate and vitamin d3.",240 ml (1 cup)
"Chester Dairy Co, Farm Fresh Half & Half Grade A Ultra-Pasteurized Milk","Milk, cream, sodium citrate, sodium phosphate.",30 ml (2 Tbsp)
"Golden Crinkles, French Fried Potatoes","Potatoes, vegetable oil (sunflower, cottonseed, soybean, and/or canola), salt, dextrose, disodium dihydrogen pyrophosphate, annatto, (vegetable color).",84 g (84 GRM)
Hot Cereal,"Wheat farina, calcium carbonate, defatted wheat germ, disodium phosphate, ferric orthophosphate, niacinamide, thiamine mononitrate, riboflavin, folic acid.",33 g (3 Tbsp)
Hot Cereal,"Wheat farina, calcium carbonate, defatted wheat germ, ferric orthophosphate, niacinamide, thiamine mononitrate, riboflavin, folic acid, papain.",33 g (3 Tbsp)
"Hot Cereal, Gluten Free","Granulated rice, ferric orthophosphate, niacinamide, thiamine mononitrate, riboflavin.",45 g (0.25 cup)
"Fox Point Farm, Goat Milk Caramels, Salted Vanilla","Sugar, goat milk, cream, butter, salt, vanilla extract (vanilla bean extractives in water, alcohol (35%), and sugar), soy lecithin.",35 g (3 PIECES)
"Fox Point Farm, Goat Milk Caramels, Salted Chocolate","Sugar, goat milk, cream, butter, cocoa, salt, vanilla extract (vanilla bean extractives in water, alcohol (35%), and sugar), soy lecithin.",35 g (3 PIECES)
"Fox Point Farm, Goat Milk","Sugar, goat milk, cream, butter, vanilla extract (vanilla bean extractives in water, alcohol (35%) and sugar), spices, soy lecithin.",35 g (3 PIECES)
Scottish Lochmuirâ„¢ oak smoked salmon,Scottish Lochmuirâ„¢ Salmon (_Fish_) (97%) - Salt.,50 g
"Megatoys, Just For You, Hello Kitty Gift Set Plush & Hard Candy","Sugar, corn syrup, citric acid, colorings, blue 1, yellow 5, red 40, artificial flavors and natural flavors.",6 g (1 PIECE)
"Superman, Taffy Candy","Corn syrup, sugar, coconut oil, egg whites, salt, malic acid, artificial flavor, red 40, red #3, blue #1.",6 g (1 PIECES)
"Artlist Collection The Dog, Plush In Mug Gift Set With Hard Candy","Sugar, corn syrup, citric acid, coloring, blue 1, yellow 5, red 40, artificial flavors and natural flavors.",6 g (1 PIECE)
"Megatoys, Just For You, Family Guy Plush In Mug Gift Set","Corn syrup, citric acid, colorings, blue 1, yellow 5, red 40, artificial flavors and natural flavors.",6 g (1 PIECE)
Pony Pals Hard Candy,"Sugar, corn syrup, citric acid, colorings, artificial flavors and red 40, yellow 5 & blue 1.",6 g (1 PIECE)
"Despicable Me Mini Candy Canes, Mug Gift Set, Peppermint","Sugar, corn syrup, natural flavor, artificial color (red 40).",4.25 g (1 PIECE)
"Megatoys, Despicable Me Tote Bag Gift Set","Sugar, corn syrup, citric acid, color added, natural & artificial flavor, and red 4 / blue 1 / yellow 5.",6 g (1 PIECE)
Taffy Candy,"Corn syrup, sugar, coconut oil, egg whites, salt, malic acid, artificial flavor, red #40, red #3, blue #1.",6 g (1 PIECES)
"Transformers, Robots In Disguise Hard Candy","Sugar, corn syrup, citric acid, color added, natural & artificial flavor, and red 40 / blue 1 / yellow 5.",6 g (1 PIECE)
"Megatoys, Plush With Mug And Hard Candy","Sugar, glucose, citric acid, water, glycerol monostearate, artificial flavors, artificial color (fd&c red 40, yellow 5).",6 g (1 PIECES)
"Just For You, Hard Candy","Sugar, corn syrup, citric acid, colorings, red 40 and artificial flavors.",6 g (1 PIECE)
"Barbie, Valentine's Gift Set","Corn syrup, vegetable oil ( coconut, palm and/or soybean oil), egg whites, salt, malic acid, artificial flavor, red#40, red#3, blue#1.",6 g (1 PIECE)
"Mega Toys, Snoopy By Schulz, Taffy Candy","Corn syrup, sugar, coconut oil, egg whites, salt, malic acid, artificial flavor, red #40, red #3, blue#1.",6 g (1 HEART)
Enriched Quick Grits,"White corn grits, niacin, iron, thiamin mononitrate, riboflavin, folic acid.",46 g (0.25 cup)
"Congelli, Gelatin Desert, Coconut","Sugar, gelatin, sodium phosphate, artificial flavoring.",21.25 g (0.125 PKG)
Enriched Long Grain Rice,"Ingredients: long grain rice, thiamin (thimin mononitrate), iron (ferric acid (folate).",45 g (0.25 cup)
Enriched Long Grain Rice,"Long grain rice, thiamin (thiamin nomonitrate), iron (ferric orthophosphate), niacin, folic acid (folate).",45 g (0.25 cup)
"Garli Garni, All Purpose Seasoning","Garlic, salt, spices and parsley.",1.5 g (0.25 Tbsp)
Hot Sauce,"Aged cayenne pepper, vinegar, water, salt, xanthan gum, dried garlic.",5 ml (1 tsp)
"Vsc Chocolates, Liquor-Filled Chocolates","Sugar, high fructose corn syrup, cocoa liquor, cocoa butter, alcohol, lecithin (an emulsifier), xanthan gum, vanillin (an artificial flavoring).",33 g (3 PCS)
Liquor Filled Chocolates,"Sugar, high fructose corn syrup, cocoa liquor, cocoa butter, alcohol, lecithin (an emulsifier), xanthan gum vanillin (an artificial flavoring).",33 g (3 PIECES)
Andouille Smoked Sausage,"Pork, pork stomachs, water, salt, dextrose, mustard, spices, monosodium glutamate, natural smoke flavorings, sodium erythorbate, sodium nitrite.",56 g (2 ONZ)
Premium Hot Sauce,"Aged red peppers, distilled vinegar, salt, xanthan gum, garlic.",5 ml (1 tsp)
Premium Cajun Hot Sauce,"Jalapeno peppers, distilled vinegar, salt, xanthan gum, garlic powder, ascorbic acid (to retain flavor), fd&c blue #1, natural flavor.",5 ml (1 tsp)
Smoked Sausage,"Pork, beef, water, salt, dextrose, mustard, spices, monosodium glutamate, natural smoke flavorings, sodium erythorbate, sodium nitrite.",56 g (2 ONZ)
Andouille,"Pork, water, salt, dextrose, mustard, celery powder, spices, granulated garlic, smoke powder.",56 g (2 ONZ)
Goat Cheese,"Pasteurizen goat milk.salt,cheest cultures,rennet,contains milk,",28 g (1 oz)
"Soignon, Goat Cheese","Ingredients:pasteurized goat milk, salt, cheese culture, anzyme",28 g (1 INCH CUBE | ABOUT)
"Merci Chef!, Spreadable Goat Cheese","Pasteurized goat milk, salt, cheese cultures, enzymes.",25 g (25 g)
"Soignon, Goat Cheese Buchette, Plain","Pasteurized goat milk, salt, potassium sorbate (preservative), cheese culture, coagulant.",28 g (1 ONZ)
"Soignon, Goat Cheese Buchette","Pasteurized goat milk, salt, garlic and chives, potassium sorbate (preservative), cheese culture, coagulant.",28 g (1 ONZ)
"Merci Chef!, Soignon, Goat Cheese Buchette, Honey","Pasteurized goat, milk, honey, salt, potassium sorbate (preservative), cheese culture, coagulant.",28 g (1 ONZ)
Fresh Goat Cheese,"Pasteurized goat milk, salt, cheese cultures, rennet.","28 g (0.75 "" THICK PIECE | APPROX)"
Fresh Goat Cheese,"Pasteurized goat milk, salt, cheese cultures, garlic, chives, rennet.","28 g (0.75 "" THICK PIECE | APPROX)"
Fresh Goat Cheese Honey,"Pasteurized goat milk, honey, salt; cheese cultures, rennet potassium sorbate (preservative).","28 g (0.75 "" THICK PIECE | APPROX)"
"Organic Macaroni & Cheese, Whole Wheat Shells & White Cheddar","Organic whole wheat shell pasta, organic cheddar cheese (organic cultured pasteurized milk, salt, non-animal enzymes), organic whey, salt, sodium phosphate.",71 g (2.5 ONZ)
Shells & White Cheddar Macaroni & Cheese,"Organic wheat shell pasta, cheddar cheese (cultured pasteurized milk, salt, non-animal enzymes), whey, butter, nonfat milk, salt, sodium phosphate.",71 g (1 CUP PREPARED | ABOUT)
Snack Kit,Best ingredients: annie's friends bunny grahams:,81 g (1 BOX)
Organic Saltine Classics Crackers,"Organic wheat flour, organic expeller-pressed sunflower oil, sea salt, yeast, organic barley malt extract, baking soda.",15 g (7 CRACKERS)
Organic Popcorn,"Best ingredients: organic popcorn, organic expeller-pressed sunflower oil, organic butter, sea salt, mixed tocopherols (vitamin e) to protect flavor.",28 g (2.5 cup)
Organic Popcorn,"Organic popcorn, organic expeller-pressed sunflower oil, organic butter, sea salt, mixed tocopherols (vitamin e) to protect flavor.",28 g (2.5 cup)
Baking Blend,"Erythritol, sugar, stevia leaf extract",2 g (0.5 tsp)
Calorie-Free Sweetener From The Stevia Leaf,"Erythritol, stevia leaf extract, natural flavors",3 g (3 g)
Iodized Salt,"Salt, silicon dioxide, tricalcium phosphate, sodium bicarbonate, dextrose and potassium iodide 0. 006%.",1.1 g (0.25 tsp)
"Crystal, Salt Sense, Iodized Real Salt","Salt, [tricalcium phosphate, silicon dioxide (free-flowing agents)], sodium bicarbonate, dextrose, potassium iodide.",1 g (0.25 tsp)
"Crystal, Salt Sense, Real Salt","Salt, tricalcium phosphate (free-flowing agent).",1 g (0.25 tsp)
Iodized Real Salt,"Salt, silicon dioxide, tricalcium phosphate, sodium bicarbonate, dextrose and potassium iodide 0.006%.",1 g (0.25 tsp)
